医院名,住所,郵便番号,評価,口コミ件数,Google Maps URL,公式ウェブサイト,都道府県,診療科目
西千葉歯科・矯正歯科,日本、〒260-0033 千葉県千葉市中央区春日２丁目２４−４ ペリエ西千葉アネックス,260-0033,4.9,280,https://maps.google.com/?cid=18031441119773894140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://nishichiba-shika-kyouseishika.com/,千葉県,矯正歯科
もりざわ歯科・矯正歯科,日本、〒275-0028 千葉県習志野市奏の杜３丁目３−１ ディナモ・ボア １階,275-0028,4.9,122,https://maps.google.com/?cid=7633504704732121384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://morizawa-dental.jp/?utm_source=google&utm_medium=gmb,千葉県,矯正歯科
船橋リボン歯科・矯正歯科 インプラント,日本、〒273-0005 千葉県船橋市本町１丁目３１−２５ スミレビル 3階,273-0005,4.9,991,https://maps.google.com/?cid=12418724355539788841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://ribon-shika.jp/funabashi/,千葉県,矯正歯科
市川駅前矯正歯科,日本、〒272-0033 千葉県市川市市川南１丁目１０−１ ザ タワーズウエスト １階 １０２,272-0033,4.9,187,https://maps.google.com/?cid=4731134291626146614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://ichikawa-orthodontics.dhc.or.jp/?utm_source=google&utm_medium=organic&utm_campaign=map,千葉県,矯正歯科
秋山矯正歯科,日本、〒271-0091 千葉県松戸市本町１−１ 3F・4F,271-0091,4.6,139,https://maps.google.com/?cid=14346887662661409070&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.akiyama-kyouseishika.com/,千葉県,矯正歯科
新浦安駅前矯正歯科,日本、〒279-0011 千葉県浦安市美浜１丁目９−２ 7階 707,279-0011,4.7,146,https://maps.google.com/?cid=5529509892306199266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.shinurayasu-ortho.com/,千葉県,矯正歯科
幕張歯科・矯正歯科,日本、〒261-0026 千葉県千葉市美浜区幕張西４丁目２−１２ イオンタウン幕張西 ２階,261-0026,4.7,99,https://maps.google.com/?cid=14892094679828072184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.makuharishika.com/,千葉県,矯正歯科
市川真間こずえ歯科・矯正歯科,日本、〒272-0035 千葉県市川市新田５丁目５−３３,272-0035,4.1,69,https://maps.google.com/?cid=1596284808688248913&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kozue-dc.com/,千葉県,矯正歯科
矯正歯科クリニック柏の葉,日本、〒277-0871 千葉県柏市若柴 276-1 中央161街区1 KASHIWANOHA CLINIC MALL,277-0871,4.8,138,https://maps.google.com/?cid=8500548351503012748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://ortho-clinic-kh.com/,千葉県,矯正歯科
千葉みなと歯科・矯正歯科,日本、〒260-0025 千葉県千葉市中央区問屋町２−２９ イオンスタイル千葉みなと 内,260-0025,4.7,141,https://maps.google.com/?cid=14310406367908482142&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.chibaminatoshika.com/?utm_source=gmb&utm_medium=organic&utm_campaign=website,千葉県,矯正歯科
都筑キッズデンタルランド,日本、〒224-0001 神奈川県横浜市都筑区中川１丁目１９−１３ 大久保第５ビル 1階,224-0001,4.7,53,https://maps.google.com/?cid=18291438690809449070&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://tdland.jp/,神奈川県,小児歯科
はなここども歯科クリニック|川崎市 小児歯科,日本、〒216-0011 神奈川県川崎市宮前区犬蔵１丁目４−１３,216-0011,4.7,65,https://maps.google.com/?cid=9664384603342406977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kodomo-shika.jp/,神奈川県,小児歯科
はる小児歯科・矯正歯科クリニック,日本、〒238-0315 神奈川県横須賀市林１丁目２３−５ 川名ビル 2F,238-0315,4.6,466,https://maps.google.com/?cid=11780662468174673938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://haru-dental.com/,神奈川県,小児歯科
希望ヶ丘ファミリー歯科＆こどものための歯科医院,日本、〒241-0825 神奈川県横浜市旭区中希望が丘１９８−１０,241-0825,4.5,92,https://maps.google.com/?cid=13340386657020570057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kibougaoka-fk-dental.com/,神奈川県,小児歯科
リーフおとなこども歯科,日本、〒252-0804 神奈川県藤沢市湘南台２丁目６ 10WP7th ビルディング 2F,252-0804,4.6,183,https://maps.google.com/?cid=6259365835800681842&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.leaf-shonandai.com/,神奈川県,小児歯科
ポーラスター矯正歯科・小児歯科 たまプラーザ,日本、〒225-0002 神奈川県横浜市青葉区美しが丘２丁目15−２ 黒沼ビル 1階 たまプラーザ,225-0002,4.9,50,https://maps.google.com/?cid=15247920404746210720&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.tama-pla.oms.jp/,神奈川県,小児歯科
スマイル10 こども歯科・矯正歯科,日本、〒224-0003 神奈川県横浜市都筑区中川中央１丁目１−５ YOTSUBAKO 6F,224-0003,4.6,119,https://maps.google.com/?cid=17550904725189048955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.smile10.jp/,神奈川県,小児歯科
鶴見豊岡こどもおとな歯科,日本、〒230-0062 神奈川県横浜市鶴見区豊岡町３４−２２ ブランドール市川 １階,230-0062,4.7,73,https://maps.google.com/?cid=7739641096506561215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://toyooka-kodomootona-shika.com/,神奈川県,小児歯科
登戸＠歯科,日本、〒214-0014 神奈川県川崎市多摩区登戸２５６６−１ グランソレイユ登戸 303,214-0014,4.5,99,https://maps.google.com/?cid=4782103696966349510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.noborito-at-dental.com/?utm_source=google&utm_medium=maps&utm_campaign=meo,神奈川県,小児歯科
ニコデンタルクリニック戸塚歯科,日本、〒244-0003 神奈川県横浜市戸塚区戸塚町９９ ポルテさくら 3階,244-0003,4.8,53,https://maps.google.com/?cid=17540999601677741133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://nicodc.totsuka.medcorpaphrodite.or.jp/,神奈川県,小児歯科
長津田矯正歯科クリニック,日本、〒226-0027 神奈川県横浜市緑区長津田５丁目３−７ ソルタス長津田 2F,226-0027,4.9,164,https://maps.google.com/?cid=11017436373870137218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://nagatsutakyouseishika.com/?utm_source=google&utm_medium=map&utm_campaign=gbp,神奈川県,矯正歯科
ひろ矯正歯科クリニック,日本、〒222-0033 神奈川県横浜市港北区新横浜２丁目５−１０ 楓第２ビル ３Ｆ,222-0033,4.8,73,https://maps.google.com/?cid=2839091281104920329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kireinaha.jp/,神奈川県,矯正歯科
宮崎台やすい矯正歯科クリニック,日本、〒216-0033 神奈川県川崎市宮前区宮崎２丁目１２−１ 宮崎台プラザビル 105,216-0033,4.9,92,https://maps.google.com/?cid=15853040055703597448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.yasui-kyousei.com/,神奈川県,矯正歯科
溝の口佐和歯科・矯正歯科・口腔外科,日本、〒213-0001 神奈川県川崎市高津区溝口１丁目２１−１６ 1F・2F,213-0001,4.6,191,https://maps.google.com/?cid=10019591891079957196&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.sawa-shika.jp/,神奈川県,矯正歯科
医療法人社団緑幸会 登戸グリーン歯科・矯正歯科,日本、〒214-0013 神奈川県川崎市多摩区登戸新町４０４ 古谷ビル 1F,214-0013,4.4,154,https://maps.google.com/?cid=15058944731453866912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.greendentalclinic.com/,神奈川県,矯正歯科
生田駅前歯科・矯正歯科,日本、〒214-0038 神奈川県川崎市多摩区生田７丁目９−３ タスコハウス 1F,214-0038,4.7,676,https://maps.google.com/?cid=4212752742026867798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.ikutadental.net/,神奈川県,矯正歯科
ポーラスター矯正歯科センター北（こうざき歯列矯正クリニック）,日本、〒224-0003 神奈川県横浜市都筑区中川中央１丁目２９−２ グランドメゾンセンター北 2階,224-0003,4.7,269,https://maps.google.com/?cid=4557928471933348653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.k-ortho.com/,神奈川県,矯正歯科
元住吉歯科・矯正歯科,日本、〒211-0025 神奈川県川崎市中原区木月１丁目２４−１１ 吉田ビル,211-0025,4.6,109,https://maps.google.com/?cid=13365556957566022815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.motosumiyoshidc.com/,神奈川県,矯正歯科
ALBA歯科&矯正歯科 武蔵小杉院,日本、〒211-0004 神奈川県川崎市中原区新丸子東３丁目1156番地 Classense武蔵小杉 1階,211-0004,4.7,511,https://maps.google.com/?cid=3256181368340507602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://alba-dental.com/musashikosugi/,神奈川県,矯正歯科
鷺沼デンタルクリニック・矯正歯科,日本、〒216-0004 神奈川県川崎市宮前区鷺沼１丁目１８−１０ フレンドベース ４階,216-0004,4.4,167,https://maps.google.com/?cid=895986395495786660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.saginuma-dc.com/?utm_source=google&utm_medium=gbp,神奈川県,矯正歯科
ALBA歯科＆矯正歯科 登戸院,日本、〒214-0014 神奈川県川崎市多摩区登戸２４２８ ゲートビルディング 3F マルエツ,214-0014,4.6,912,https://maps.google.com/?cid=8731902031963035991&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://alba-dental.com/noborito/,神奈川県,矯正歯科
いしかわこどもファミリー歯科,日本、〒950-2044 新潟県新潟市西区坂井砂山２丁目１５−１７,950-2044,4.8,109,https://maps.google.com/?cid=8742881288386964588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://idc-niigata.com/,新潟県,小児歯科
宮尾歯科クリニック,日本、〒950-0973 新潟県新潟市中央区上近江４丁目１２−12番20号 DeKKY(デッキィ 401・1階,950-0973,4.5,82,https://maps.google.com/?cid=15721132779826779193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.miyaoshika.com/,新潟県,小児歯科
新潟矯正歯科クリニック,日本、〒950-0088 新潟県新潟市中央区万代３丁目１−１ 新潟日報メディアシップ4F,950-0088,4.8,195,https://maps.google.com/?cid=12817206669629261734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://dd-dentalclinic.jp/lp/ddd/lp01/?ads=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_niigatac-cv_1&utm_source=google&utm_medium=maps&utm_campaign=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_niigatac-cv_1,新潟県,矯正歯科
新潟I'S歯科・矯正歯科,日本、〒950-0912 新潟県新潟市中央区南笹口２丁目１−６,950-0912,4.6,94,https://maps.google.com/?cid=12963133450952778590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.niigatad-c.com/,新潟県,矯正歯科
ホワイトベリー万代デンタルクリニック,日本、〒950-0088 新潟県新潟市中央区万代１丁目２−１２ コスモ万代 2F,950-0088,4.8,127,https://maps.google.com/?cid=17397923113845443283&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.whiteberry-niigata.com/,新潟県,矯正歯科
まつみだい歯科診療所,日本、〒950-2072 新潟県新潟市西区松美台５−９,950-2072,4.6,93,https://maps.google.com/?cid=17455739919962392957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://matsumidai-dc.com/?utm_source=google&utm_medium=gbp&utm_campaign=overview,新潟県,矯正歯科
ホワイトベリー歯科医院,日本、〒950-0855 新潟県新潟市東区江南６丁目１−３１,950-0855,4.7,186,https://maps.google.com/?cid=2284508164156637029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.whiteberry-niigata.com/,新潟県,矯正歯科
やまざき歯科医院,日本、〒956-0816 新潟県新潟市秋葉区新津東町３丁目４−３ やまざき歯科医院 内,956-0816,4.3,73,https://maps.google.com/?cid=9085872197389640366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://yamazakidentalclinic.jp/,新潟県,矯正歯科
とやま総合歯科・矯正歯科クリニック,日本、〒930-0982 富山県富山市荒川５丁目１−１,930-0982,4.7,248,https://maps.google.com/?cid=14196372039123690707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kdn-dc.com/,富山県,小児歯科
富山石金歯科,日本、〒930-0966 富山県富山市石金３丁目１−３８,930-0966,4.2,71,https://maps.google.com/?cid=18048582570163686310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://toyama-ishigane-dental.com/,富山県,小児歯科
坂東矯正歯科,日本、〒930-0882 富山県富山市五艘１３８０−１,930-0882,4.2,99,https://maps.google.com/?cid=1019890450176018290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://ban-or.com/,富山県,矯正歯科
みわ矯正歯科医院,日本、〒930-0008 富山県富山市神通本町１丁目７−８,930-0008,4.3,60,https://maps.google.com/?cid=12895003370121443818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://miwa-orthodontic.com/,富山県,矯正歯科
やまもと歯科・矯正歯科医院,日本、〒933-0005 富山県高岡市能町南３丁目２６−５,933-0005,4,117,https://maps.google.com/?cid=2264093791532323597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://yamamoto-dc.com/,富山県,矯正歯科
金澤むさし総合歯科・矯正歯科クリニック,日本、〒920-0855 石川県金沢市武蔵町１−１４,920-0855,4.7,305,https://maps.google.com/?cid=6696394184941067968&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.ki-dc.com/,富山県,矯正歯科
しのぶ歯科医院,日本、〒930-0038 富山県富山市緑町１丁目１−１,930-0038,4.3,82,https://maps.google.com/?cid=16635937393026992771&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.implant-418.com/,富山県,矯正歯科
匠歯科医院,日本、〒921-8052 石川県金沢市保古１丁目８９,921-8052,4.2,72,https://maps.google.com/?cid=12289511644884852197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.takumi-dental.ishikawa.jp/,石川県,小児歯科
ハッピー歯科医院,日本、〒921-8064 石川県金沢市八日市５丁目５５９,921-8064,4.5,60,https://maps.google.com/?cid=9080049944092974390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.happy-dental.jp/,石川県,小児歯科
ピースデンタルクリニック,日本、〒920-8205 石川県金沢市大友３丁目2,920-8205,3.6,58,https://maps.google.com/?cid=6958392672732969500&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://pieace.jp/,石川県,小児歯科
スター矯正歯科・歯科,日本、〒921-8161 石川県金沢市有松２丁目１６−１,921-8161,4.7,77,https://maps.google.com/?cid=11051868514861516825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.star-dc.jp/,石川県,矯正歯科
しおはま矯正歯科,日本、〒921-8178 石川県金沢市寺地１丁目２０−２０,921-8178,3.8,85,https://maps.google.com/?cid=10856577939963378116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.shiohama.biz/,石川県,矯正歯科
矯正歯科石井クリニック,日本、〒923-0868 石川県小松市日の出町１丁目１７６,923-0868,4.3,109,https://maps.google.com/?cid=7463759475298783964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.iortho.jp/,石川県,矯正歯科
コレクトデンタルクリニック金沢,日本、〒920-0961 石川県金沢市香林坊１丁目１−１ 4F,920-0961,4.5,81,https://maps.google.com/?cid=6099993818544976816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://correctdental-clinic.org/kanazawa,石川県,矯正歯科
くりもり大人こども歯科クリニック,日本、〒910-0137 福井県福井市栗森１丁目３０５,910-0137,4.5,76,https://maps.google.com/?cid=11224583595389657910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kurimori-dental.com/?utm_source=google&utm_medium=gmb,福井県,小児歯科
はまだ歯科クリニック,日本、〒910-0123 福井県福井市八重巻町２０７,910-0123,4.8,60,https://maps.google.com/?cid=17972315804959836227&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hamada-dc-fukui.com/,福井県,小児歯科
ゆき歯科クリニック,日本、〒918-8114 福井県福井市羽水１丁目１０２,918-8114,4.3,69,https://maps.google.com/?cid=10801207134408272675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.yukidental.com/,福井県,小児歯科
カトウ矯正歯科,日本、〒910-0005 福井県福井市大手２丁目１８−１２,910-0005,4.4,71,https://maps.google.com/?cid=17349965755424277128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kato-ortho.jp/,福井県,矯正歯科
若泉歯科クリニック,日本、〒915-0841 福井県越前市文京２丁目１２−12番38号,915-0841,4.4,71,https://maps.google.com/?cid=5557947943805875206&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.wakaizumi-dental.com/,福井県,矯正歯科
ばば歯科医院,日本、〒400-0811 山梨県甲府市川田町５３７−１,400-0811,4.7,78,https://maps.google.com/?cid=1394309887500115511&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://baba-dc.com/,山梨県,小児歯科
みらい歯科・こども矯正歯科 フォレストモール甲斐竜王,日本、〒400-0113 山梨県甲斐市富竹新田１７１４−１ フォレストモール甲斐竜王 内,400-0113,4.1,88,https://maps.google.com/?cid=5707841444582178710&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://mirai-dc.net/,山梨県,小児歯科
富士見歯科医院,日本、〒400-0027 山梨県甲府市富士見１丁目１８−４,400-0027,4.3,50,https://maps.google.com/?cid=4257988357932742382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.fujimi-dc.com/,山梨県,小児歯科
クリニックささもと歯科,日本、〒400-0115 山梨県甲斐市篠原２２−１,400-0115,4.8,50,https://maps.google.com/?cid=17064342917770011978&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.clinic-sasamoto.com/,山梨県,小児歯科
あいざわ歯科クリニック 医療法人再生会,日本、〒400-0836 山梨県甲府市小瀬町５５０−４,400-0836,3.8,92,https://maps.google.com/?cid=878309727199471786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.aizawa-dc.jp/,山梨県,小児歯科
愛彩デンタルクリニック矯正歯科（ホワイトエッセンス甲府城東院）,日本、〒400-0861 山梨県甲府市城東３丁目１６−１１,400-0861,4.7,116,https://maps.google.com/?cid=16643492775779038615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://aisai-dental.com/,山梨県,小児歯科
歯科・矯正歯科 GOODSMILE,日本、〒400-0047 山梨県甲府市徳行１丁目４−１,400-0047,4.7,189,https://maps.google.com/?cid=5112577145885023462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.goodsmile-dental.com/,山梨県,小児歯科
安富歯科医院,日本、〒401-0320 山梨県南都留郡鳴沢村 2150,401-0320,4.8,51,https://maps.google.com/?cid=12670957251999026108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://yasutomishika8020.cihp2.jp/,山梨県,小児歯科
