バッチ番号,総合スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,Google評価,レビュー件数,診療科目タグ,写真枚数,SNS Instagram,SNS Facebook,SNS LINE,SNS Twitter,SNS連携数,子ども向けコンテンツ,待合室写真,Google Maps URL
1,78,おかもとこどもおとな歯科,,,日本、〒329-1105 栃木県宇都宮市中岡本町金井久保３７１０−６２,18,20,30,0,10,0,月-土 9:00-18:00,,028-612-3901,https://www.okamoto-kodomo.net/?utm_source=Google-Map&utm_medium=MEO-ONE,4.7,106,,0,False,False,False,False,0,False,False,
1,79,宇都宮矯正歯科,,,日本、〒320-0026 栃木県宇都宮市馬場通り２丁目３−６ 1F,19,20,30,0,10,0,月-土 9:00-18:00,,028-601-7882,https://utsunomiyakyoseishika.com/,4.8,564,,0,False,False,False,False,0,False,False,
1,79,むらかみ歯科・矯正歯科,,,日本、〒326-0338 栃木県足利市福居町８４９−１,19,20,30,0,10,0,月-土 9:00-18:00,,0284-64-8471,https://www.happysmile-mdc.com/,4.9,221,,0,False,False,False,False,0,False,False,
1,77,長島歯科・矯正歯科,,,日本、〒371-0844 群馬県前橋市古市町２丁目４−１,17,20,30,0,10,0,月-土 9:00-18:00,,027-253-5658,http://www.nagashima-kyousei.com/?utm_source=Google&utm_medium=map,4.4,144,,0,False,False,False,False,0,False,False,
1,78,野中歯科・矯正歯科,,,日本、〒371-0013 群馬県前橋市西片貝町１丁目３１１−７,18,20,30,0,10,0,月-土 9:00-18:00,,027-231-3690,https://nonaka-shika.com/?utm_source=google&utm_medium=maps,4.6,111,,0,False,False,False,False,0,False,False,
1,79,さいたま・こども矯正歯科,,,日本、〒330-0062 埼玉県さいたま市浦和区仲町１丁目１−６ 浦和平和ビル 1階,19,20,30,0,10,0,月-土 9:00-18:00,,048-824-8811,https://www.tabo-shika.com/kodomo/,4.8,338,,0,False,False,False,False,0,False,False,
1,76,だいご歯科 戸田公園おとなこども歯科・口腔外科・矯正歯科,,,日本、〒335-0023 埼玉県戸田市本町５丁目１３−２６ 江口戸田公園ビル 2F,16,20,30,0,10,0,月-土 9:00-18:00,,048-434-6480,http://www.daigo-dental.com/,4.0,270,,0,False,False,False,False,0,False,False,
1,78,LeaLea歯科・矯正歯科クリニック,,,日本、〒340-0816 埼玉県八潮市中央１丁目２９−６,18,20,30,0,10,0,月-土 9:00-18:00,,048-998-7821,https://yashio-haisha.dental/?utm_source=google&utm_medium=my_business&utm_campaign=top,4.7,268,,0,False,False,False,False,0,False,False,
1,79,大宮駅前矯正歯科クリニック,,,日本、〒330-0854 埼玉県さいたま市大宮区桜木町２丁目1−１ 大宮アルシェ B1F,19,20,30,0,10,0,月-土 9:00-18:00,,048-788-4375,https://dd-dentalclinic.jp/lp/ddd/lp01/?ads=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_omiyac-cv_1&utm_source=google&utm_medium=maps&utm_campaign=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_omiyac-cv_1,4.8,449,,0,False,False,False,False,0,False,False,
1,78,蕨歯科・矯正歯科,,,日本、〒335-0004 埼玉県蕨市中央３丁目２−１ グレイス柳橋 1F,18,20,30,0,10,0,月-土 9:00-18:00,,048-242-5535,https://www.warabi-dental.net/,4.6,327,,0,False,False,False,False,0,False,False,
1,77,浦和もちまる歯科・矯正歯科クリニック,,,日本、〒330-0063 埼玉県さいたま市浦和区高砂２丁目６−１０ 柳屋ビル 2F,17,20,30,0,10,0,月-土 9:00-18:00,,048-824-1182,https://www.mochimaru-shika.com/,4.4,343,,0,False,False,False,False,0,False,False,
1,78,大宮歯科・矯正歯科,,,日本、〒330-0846 埼玉県さいたま市大宮区大門町２丁目118番地 大宮門街 4階,18,20,30,0,10,0,月-土 9:00-18:00,,048-778-7768,https://omiyashika-kyouseishika.com/,4.7,565,,0,False,False,False,False,0,False,False,
1,78,大宮SHIN矯正歯科,,,日本、〒330-0854 埼玉県さいたま市大宮区桜木町１丁目1−１２ NYビル 3F,18,20,30,0,10,0,月-土 9:00-18:00,,048-778-7688,https://shin-ortho.com/?utm_source=google&utm_medium=map,4.6,276,,0,False,False,False,False,0,False,False,
1,78,川口リボンシティ歯科・矯正歯科 インプラント,,,日本、〒332-0033 埼玉県川口市並木元町１−６５ リボンシティコミュニティー 1階,18,20,30,0,10,0,月-土 9:00-18:00,,048-241-5566,https://ribon-shika.jp/kawaguchi/,4.6,362,,0,False,False,False,False,0,False,False,
1,78,武蔵浦和歯科・矯正歯科,,,"日本、〒336-0027 埼玉県さいたま市南区沼影１丁目８−１８ ザ・マーケットプレイス武蔵浦和, ４F",18,20,30,0,10,0,月-土 9:00-18:00,,048-753-9800,https://musashi-urawa-dental.com/,4.6,171,,0,False,False,False,False,0,False,False,
1,76,川口歯科・矯正歯科,,,日本、〒332-0017 埼玉県川口市栄町３丁目８−１０ グットラックビル 歯医者 審美歯科 インプラント 矯正 ホワイトニング セラミック 歯周病,16,20,30,0,10,0,月-土 9:00-18:00,,048-420-9661,https://www.dc-kawaguchi.com/,4.1,315,,0,False,False,False,False,0,False,False,
1,78,和光市歯医者・矯正歯科｜和光市デンタルオフィス インプラント・矯正ステーション,,,日本、〒351-0114 埼玉県和光市本町４−７ EQUiA PREMIE 和光3F,18,20,30,0,10,0,月-土 9:00-18:00,,048-423-9637,https://www.wakoshi-dental.com/?utm_source=google&utm_medium=maps,4.6,467,,0,False,False,False,False,0,False,False,
1,78,志木駅前歯科・矯正歯科,,,日本、〒352-0001 埼玉県新座市東北２丁目３０−３０ 21TAIRAYA志木 店3F,18,20,30,0,10,0,月-土 9:00-18:00,,048-423-8814,http://www.shiki-ekimae.com/,4.7,370,,0,False,False,False,False,0,False,False,
1,79,パール小児歯科医院,,,日本、〒273-8567 千葉県船橋市本町７丁目１−１ 東武百貨店 船橋店,19,20,30,0,10,0,月-土 9:00-18:00,,0120-458-241,https://pearl-kodomo.com/,4.9,120,,0,False,False,False,False,0,False,False,
1,78,あい歯科 矯正・こども歯科,,,日本、〒285-0905 千葉県印旛郡酒々井町上岩橋６７−１,18,20,30,0,10,0,月-土 9:00-18:00,,043-496-0007,http://www.ai-shika-shisui.com/,4.6,103,,0,False,False,False,False,0,False,False,
1,79,まきの歯列矯正クリニック,,,日本、〒276-0049 千葉県八千代市緑が丘１丁目２−２−１９ 東洋リビング緑ヶ丘SKM 201,19,20,30,0,10,0,月-土 9:00-18:00,,047-459-3939,https://makino-ortho.com/?utm_source=google&utm_medium=map,4.8,275,,0,False,False,False,False,0,False,False,
1,79,船橋リボン歯科・矯正歯科 インプラント,,,日本、〒273-0005 千葉県船橋市本町１丁目３１−２５ スミレビル 3階,19,20,30,0,10,0,月-土 9:00-18:00,,047-406-5066,https://ribon-shika.jp/funabashi/,4.9,991,,0,False,False,False,False,0,False,False,
1,79,もりざわ歯科・矯正歯科,,,日本、〒275-0028 千葉県習志野市奏の杜３丁目３−１ ディナモ・ボア １階,19,20,30,0,10,0,月-土 9:00-18:00,,047-474-1180,https://morizawa-dental.jp/?utm_source=google&utm_medium=gmb,4.9,122,,0,False,False,False,False,0,False,False,
1,79,市川駅前矯正歯科,,,日本、〒272-0033 千葉県市川市市川南１丁目１０−１ ザ タワーズウエスト １階 １０２,19,20,30,0,10,0,月-土 9:00-18:00,,047-321-6834,https://ichikawa-orthodontics.dhc.or.jp/?utm_source=google&utm_medium=organic&utm_campaign=map,4.9,188,,0,False,False,False,False,0,False,False,
1,78,秋山矯正歯科,,,日本、〒271-0091 千葉県松戸市本町１−１ 3F・4F,18,20,30,0,10,0,月-土 9:00-18:00,,047-361-2660,https://www.akiyama-kyouseishika.com/,4.6,139,,0,False,False,False,False,0,False,False,
