スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
50,對馬歯科医院,對馬壽夫,030-0801,青森県青森市新町１丁目８−２４,0,0,30,0,20,0,月-土 9:00-18:00,,017-722-5466,http://tsushimashika.com/,4.4,9,dentist,10,,30,https://maps.google.com/?cid=16835365456088651029
45,むらかみ歯科クリニック,,030-0853,青森県青森市金沢３丁目３０−２３,10,0,20,0,15,0,"平日 9:30-13:00, 14:30-19:00（土曜午前のみ、日祝休診）",,017-777-8244,https://www.murakami-dentalcl.com/,4.5,2,dentist,9,,20,https://maps.google.com/?cid=14764067369457047533
45,青葉歯科医院,玉山元淳,038-0032,青森県青森市里見１丁目８−３６,0,0,30,0,15,0,平日 9:30-12:30/14:30-19:00（診療受付18:00まで）、土曜 9:30-13:00、日曜 休診,,017-782-1378,http://www.aoba-shikaiin.com/,3.5,6,dentist,5,,30,https://maps.google.com/?cid=11894720475697337795
45,石亀歯科まさる矯正歯科,石亀勝,031-0041,青森県八戸市廿三日町７,0,0,30,0,15,0,月-土 9:00-18:00,,0178-45-6029,http://www.ishigameshika.com/,4.4,5,,5,,30,https://maps.google.com/?cid=7613642590922137552
45,なごみ矯正・デンタルクリニック,小笠原和志,020-0148,岩手県盛岡市前潟４丁目７−１ イオンモール盛岡 1F,10,10,0,5,20,0,月-土 9:00-18:00,,019-645-7530,https://www.nagomi-dentalclinic.jp/,4.8,72,dentist,10,Instagram,0,https://maps.google.com/?cid=14974744257578737500
45,歯の松本,松本弘紀,020-0824,岩手県盛岡市東安庭１丁目２３−６２,0,5,20,0,15,5,9:30-12:30/14:00-18:30,2024-02-23,019-625-5772,http://www.hanomatsumoto.com/,4,32,"dentist,store",6,,20,https://maps.google.com/?cid=12467602416014899376
40,都鳥歯科･小児歯科クリニック,都鳥美香,024-0091,岩手県北上市大曲町９−２６,10,0,30,0,0,0,月-土 9:00-18:00,,0197-64-3033,http://www.todorishika.com/,4.6,5,dentist,0,,30,https://maps.google.com/?cid=1929701776690380778
35,やまもと歯科,山本明義,030-0843,青森県青森市浜田玉川２７−４,0,0,10,0,20,5,"月・火・水・金 9:00-13:00, 14:30-18:00 / 木・土 9:00-13:00 / 日祝 休診",2025-09-07,017-721-5230,https://yamamoto-dc.net/,4.1,18,dentist,10,,10,https://maps.google.com/?cid=17774070992620817400
35,むつ歯科医院,,030-0853,青森県青森市金沢３丁目１１−１５,10,0,20,0,0,5,月・火・水・木・金・土 9:30-13:00 / 14:30-17:00,2016-09-03,017-777-1840,https://62shika.jp/,5,6,dentist,2,,20,https://maps.google.com/?cid=11936144824123775731
35,三戸歯科クリニック,,038-0024,青森県青森市浪館前田４丁目１２−１３,0,0,20,0,15,0,月・火・木・金 9:00-12:30/14:30-19:00、水 9:00-12:30、土 9:00-13:30、日祝 休診,,017-763-5218,https://www.sannohe-dental.com/,4.3,10,,6,,20,https://maps.google.com/?cid=14096918261766771848
35,いわぶち矯正歯科クリニック,岩渕,031-0821,青森県八戸市白銀３丁目１４−７,0,0,30,5,0,0,月-土 10:00-19:00,,0178-33-6480,https://www.instagram.com/kyouseisika_hachinohe_iwabuchi/,4.2,5,dentist,1,Instagram,30,https://maps.google.com/?cid=14662546680522965071
35,畠山歯科医院,,025-0091,岩手県花巻市西大通り１丁目６−３０,10,5,0,0,20,0,月-土 9:00-18:00,,0198-23-4645,https://www.hatakeyama-shikaclinic.com/,4.7,36,"dentist,doctor",10,,0,https://maps.google.com/?cid=6085802588152167363
30,さとうデンタルクリニック,,039-0135,青森県三戸郡三戸町八日町１９−１,10,0,0,0,20,0,月-金 09:00-18:00、木 09:00-18:30、土 09:00-11:45、日祝 休業,,0179-22-1711,https://satodc-sannohe.com/,5,16,"dentist,doctor",10,,0,https://maps.google.com/?cid=8520170009117120818
30,さとう歯科,佐藤貴仁,038-0013,青森県青森市久須志３丁目２−１３ 佐藤歯科医院,0,0,20,0,10,0,月-金・日 9:00-18:00、土 9:00-13:00（木曜・日曜・祝日休診の可能性あり）,,017-774-3223,http://aomorisatodental.com/,4.1,16,,4,,20,https://maps.google.com/?cid=14096874957932636384
30,かよ歯科,小嶋香世,030-0843,青森県青森市浜田玉川２１７−２６,0,5,20,5,0,0,平日 9:00-12:30/14:00-18:30、土曜 9:00-13:00,,017-739-8241,http://kayoshika.cihp2.jp/,3.6,25,dentist,2,Instagram,20,https://maps.google.com/?cid=12631895878321178059
30,医療法人美歯会 板垣矯正歯科青森診療室,板垣正樹,030-0862,青森県青森市古川１丁目１１−１３,0,0,30,0,0,0,月-土 10:00-19:00,,017-777-6600,https://bishikai-itagaki.or.jp/,3.2,6,dentist,0,,30,https://maps.google.com/?cid=13617809529449051060
30,S DENTAL CLINIC 佐藤歯科,佐藤徳志,038-0011,青森県青森市篠田３丁目２−１３,0,0,10,0,20,0,月-土 9:00-18:00,,017-763-5418,http://www.s-dental-c.com/,2.4,14,dentist,10,,10,https://maps.google.com/?cid=16595507231402999967
25,及川歯科クリニック,,025-0077,岩手県花巻市仲町９−１７,10,5,0,0,10,0,月-土 9:00-18:00,,0198-22-5522,https://www.oikawashika-clinic.com/,4.8,32,,4,,0,https://maps.google.com/?cid=17670918020279372371
10,おきだて歯科クリニック,,038-0002,青森県青森市沖館５丁目２０−１１,10,0,0,0,0,0,,,017-766-2322,,5,1,dentist,0,,0,https://maps.google.com/?cid=11756755993595213138
10,青森駅前歯科クリニック,,030-0803,青森県青森市安方１丁目３−２５ 小田島ビル ２Ｆ,0,0,0,0,10,0,月・火・木・金 9:30-13:00/14:30-19:00、水 9:30-13:00、土 9:30-14:00、日祝 休診,,017-773-2332,http://www.aomori-ekimaeshika.jp/,3.6,7,,4,,0,https://maps.google.com/?cid=12681194456849851541
10,ヤマダ歯科矯正歯科クリニック,山田淳一,030-0843,青森県青森市浜田玉川２４４−４ ヤマダ歯科クリニック,0,0,0,0,10,0,月～金 9:00-13:00/14:30-18:30（木曜午前のみ）、土 14:00-18:00、日祝 休診,,017-739-1112,https://www.kumadent.com/,2.6,16,dentist,3,,0,https://maps.google.com/?cid=8961961603428740727
10,ししど歯科医院｜盛岡市 歯医者・小児歯科,,020-0402,岩手県盛岡市黒川２２地割３９−１ 歯医者 小児歯科,10,0,0,0,0,0,,,019-658-8092,https://www.shishido-dental.net/,4.7,19,"dentist,doctor",10,,0,https://maps.google.com/?cid=12224080469455841455
10,くまがい歯科クリニック,,020-0837,岩手県盛岡市津志田町２丁目１−７０ さくらの街,10,0,0,0,0,0,,,019-632-1188,,4.5,8,dentist,0,,0,https://maps.google.com/?cid=8891786351553495437
5,こん歯科口腔外科クリニック,,030-0856,青森県青森市西大野１丁目１５−３,0,5,0,0,0,0,,,017-764-0071,,3.8,22,dentist,7,,0,https://maps.google.com/?cid=5064214502342100878
0,つくだ歯科クリニック,,030-0964,青森県青森市南佃２丁目１６−１２,0,0,0,0,0,0,,,017-742-9148,,4,13,dentist,1,,0,https://maps.google.com/?cid=9859408581645254072
0,のぎわデンタルクリニック,,038-0058,青森県青森市羽白沢田３００−４,0,0,0,0,0,0,,,017-788-4182,,4,3,dentist,0,,0,https://maps.google.com/?cid=6090146351301282608
0,スマイルの歯科クリニック,,038-0002,青森県青森市沖館４丁目２−４７ グランドコートヘルメス,0,0,0,0,0,0,,,017-783-3988,,4.3,7,dentist,1,,0,https://maps.google.com/?cid=8808924654845325368
0,秋元歯科医院,,038-0024,青森県青森市浪館前田４丁目９−３,0,0,0,0,0,0,月-金 8:30-19:00（14:00-14:30休診）、土曜 8:30-14:00,,017-766-7000,http://www.akimotodc.com/,4.1,10,,1,,0,https://maps.google.com/?cid=10055591755881041900
0,なみおか歯科矯正･こども歯科,,038-1311,青森県青森市浪岡大字浪岡稲村１５７−２０,0,0,0,0,0,0,,,0172-62-8618,,4,6,dentist,0,,0,https://maps.google.com/?cid=10627428258494066751
0,成田歯科矯正歯科,,030-0812,青森県青森市堤町２丁目２１−７,0,0,0,0,0,0,,,017-722-8214,,3.8,4,,1,,0,https://maps.google.com/?cid=11654349067871293023
0,矯正歯科K・デンタルクリニック,,030-0812,青森県青森市堤町２丁目９−１５ K 矯正歯科,0,0,0,0,0,0,,,017-722-5200,,1,3,,0,,0,https://maps.google.com/?cid=16508018642305008501
