スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
45,さとう歯科,佐藤直樹,,日本、〒038-0013 青森県青森市久須志３丁目２−１３ 佐藤歯科医院,10,0,30,5,10,0,月-土 9:00-18:00,,017-774-3223,http://aomorisatodental.com/,4.1,16,dentist,4,,30,https://maps.google.com/?cid=14096874957932636384
45,さとうデンタルクリニック,佐藤貴之,,日本、〒039-0135 青森県三戸郡三戸町八日町１９−１,10,0,30,10,10,0,月-土 9:00-18:00,,0179-22-1711,https://satodc-sannohe.com/,5,16,dentist,10,,30,https://maps.google.com/?cid=8520170009117120818
40,源内歯科クリニック,源内洋,,日本、〒038-0004 青森県青森市富田１丁目２６−１,10,0,30,10,5,0,月-土 9:00-18:00,,017-766-4188,https://www.gennai-dental.com/,4.6,12,dentist,2,,30,https://maps.google.com/?cid=14876259883938721473
40,三戸歯科クリニック,三戸隆広,,日本、〒038-0024 青森県青森市浪館前田４丁目１２−１３,10,0,30,10,10,0,月-土 9:00-18:00,,017-763-5218,https://www.sannohe-dental.com/,4.3,10,dentist,6,,30,https://maps.google.com/?cid=14096918261766771848
40,對馬歯科医院,對馬清,,日本、〒030-0801 青森県青森市新町１丁目８−２４,10,0,30,10,10,0,月-土 9:00-18:00,,017-722-5466,http://tsushimashika.com/,4.4,9,dentist,10,,30,https://maps.google.com/?cid=16835365456088651029
40,やぎはしファミリー歯科,八木橋真人,,日本、〒036-8173 青森県弘前市富田町３４−３４,0,0,30,10,10,0,月-土 9:00-18:00,,0172-36-4180,https://yagihashi-dental.com/,3.1,10,dentist,10,,30,https://maps.google.com/?cid=12625582892787686695
40,幸畑歯科,佐々木孝,,日本、〒030-0943 青森県青森市幸畑２丁目１３−１７,10,0,30,5,5,0,月-土 9:00-18:00,,017-738-8000,,4.3,9,dentist,2,,30,https://maps.google.com/?cid=3432607974883252456
40,つくだ歯科クリニック,佃賢一,,日本、〒030-0964 青森県青森市南佃２丁目１６−１２,10,0,30,5,5,0,月-土 9:00-18:00,,017-742-9148,,4,13,dentist,1,,30,https://maps.google.com/?cid=9859408581645254072
40,スマイルの歯科クリニック,笹森大輔,,日本、〒038-0002 青森県青森市沖館４丁目２−４７ グランドコートヘルメス,10,0,30,5,5,0,月-土 9:00-18:00,,017-783-3988,,4.3,7,dentist,1,,30,https://maps.google.com/?cid=8808924654845325368
35,青葉歯科医院,三上勝,,日本、〒038-0032 青森県青森市里見１丁目８−３６,0,0,30,10,10,0,月-土 9:00-18:00,,017-782-1378,http://www.aoba-shikaiin.com/,3.5,6,dentist,5,,30,https://maps.google.com/?cid=11894720475697337795
35,むつ歯科医院,陸奥清隆,,日本、〒030-0853 青森県青森市金沢３丁目１１−１５,10,0,30,10,5,0,月-土 9:00-18:00,,017-777-1840,https://62shika.jp/,5,6,dentist,2,,30,https://maps.google.com/?cid=11936144824123775731
35,青森駅前歯科クリニック,小笠原康夫,,日本、〒030-0803 青森県青森市安方１丁目３−２５ 小田島ビル ２Ｆ,0,0,30,10,10,0,月-土 9:00-18:00,,017-773-2332,http://www.aomori-ekimaeshika.jp/,3.6,7,dentist,4,,30,https://maps.google.com/?cid=12681194456849851541
35,神の前キッズデンタルパーク,畠山豊,,日本、〒028-3615 岩手県紫波郡矢巾町南矢幅第１３地割３０−６,0,0,30,5,5,0,月-土 9:00-18:00,,019-601-5058,http://kaminomae-kids.com/,3,6,dentist,0,,30,https://maps.google.com/?cid=523237152264477684
35,はし歯科こども歯科,橋本和彦,,日本、〒020-0122 岩手県盛岡市みたけ２丁目２１−３８,10,0,30,5,5,0,月-土 9:00-18:00,,019-648-0035,https://www.hashi-dentalcl.com/,4.3,6,dentist,0,,30,https://maps.google.com/?cid=1481130257404916501
35,まきなえ歯科小児歯科,牧苗実,,日本、〒020-0833 岩手県盛岡市西見前１５地割１３６,10,0,30,10,10,0,月-土 9:00-18:00,,019-601-2237,https://www.makinae-dc.com/,4.3,6,dentist,10,,30,https://maps.google.com/?cid=15230615017855286663
35,あおば歯科小児歯科クリニック,青木伸一郎,,日本、〒020-0127 岩手県盛岡市前九年３丁目１９−４６,0,0,30,10,5,0,月-土 9:00-18:00,,019-648-0222,https://www.aobashika-syounika.net/,3.7,6,dentist,0,,30,https://maps.google.com/?cid=11227234111176691696
30,都鳥歯科･小児歯科クリニック,都鳥茂樹,,日本、〒024-0091 岩手県北上市大曲町９−２６,10,0,30,5,0,0,月-土 9:00-18:00,,0197-64-3033,http://www.todorishika.com/,4.6,5,dentist,0,,30,https://maps.google.com/?cid=1929701776690380778
30,石亀歯科まさる矯正歯科,石亀賢,,日本、〒031-0041 青森県八戸市廿三日町７,10,0,30,10,5,0,月-土 9:00-18:00,,0178-45-6029,http://www.ishigameshika.com/,4.4,5,dentist,5,,30,https://maps.google.com/?cid=7613642590922137552
30,石江歯科クリニック,石江浩,,日本、〒038-0003 青森県青森市石江江渡１８−２,0,0,30,10,5,0,月-土 9:00-18:00,,017-766-1515,https://www.ishiedental.com/,3.8,4,dentist,0,,30,https://maps.google.com/?cid=7592920779331057110
30,アイル浜中歯科クリニック 青森市 口腔外科,浜中一郎,,日本、〒030-0123 青森県青森市大矢沢里見８８−１１,10,0,30,10,10,0,月-土 9:00-18:00,,017-728-2240,http://www.aomori-haisha.jp/,5,4,dentist,10,,30,https://maps.google.com/?cid=6581707182609543613
30,成田歯科矯正歯科,成田浩司,,日本、〒030-0812 青森県青森市堤町２丁目２１−７,0,0,30,5,5,0,月-土 9:00-18:00,,017-722-8214,,3.8,4,dentist,1,,30,https://maps.google.com/?cid=11654349067871293023
25,医療法人美歯会 板垣矯正歯科青森診療室,板垣孝之,,日本、〒030-0862 青森県青森市古川１丁目１１−１３,0,0,30,10,0,0,月-土 9:00-18:00,,017-777-6600,https://bishikai-itagaki.or.jp/,3.2,6,dentist,0,,30,https://maps.google.com/?cid=13617809529449051060
25,むらかみ歯科クリニック,村上賢一,,日本、〒030-0853 青森県青森市金沢３丁目３０−２３,10,0,30,10,10,0,月-土 9:00-18:00,,017-777-8244,https://www.murakami-dentalcl.com/,4.5,2,dentist,9,,30,https://maps.google.com/?cid=14764067369457047533
25,すこやか歯科こども歯科医院,佐々木健一,,日本、〒020-0664 岩手県滝沢市鵜飼笹森７２−２４,10,0,30,5,0,0,月-土 9:00-18:00,,019-613-8841,,5,2,dentist,0,,30,https://maps.google.com/?cid=2470836489838209599
20,なみおか歯科矯正･こども歯科,浪岡和夫,,日本、〒038-1311 青森県青森市浪岡大字浪岡稲村１５７−２０,10,0,30,0,0,0,月-土 9:00-18:00,,0172-62-8618,,4,6,dentist,0,,30,https://maps.google.com/?cid=10627428258494066751
20,おきだて歯科クリニック,沖舘明彦,,日本、〒038-0002 青森県青森市沖館５丁目２０−１１,10,0,30,5,0,0,月-土 9:00-18:00,,017-766-2322,,5,1,dentist,0,,30,https://maps.google.com/?cid=11756755993595213138
15,JUN Dental Clinic,荒関淳,,日本、〒030-0841 青森県青森市奥野２丁目２０−１３,0,0,0,15,10,0,月-土 9:00-18:00,,017-773-6680,https://www.araseki-dc.com/?utm_source=gmb,2.4,16,dentist,10,,0,https://maps.google.com/?cid=753771216470094884
15,ヤマダ歯科矯正歯科クリニック,山田幸一,,日本、〒030-0843 青森県青森市浜田玉川２４４−４ ヤマダ歯科クリニック,0,0,0,10,5,0,月-土 9:00-18:00,,017-739-1112,https://www.kumadent.com/,2.6,16,dentist,3,,0,https://maps.google.com/?cid=8961961603428740727
10,オリーブこども歯科,渡辺健太,,日本、〒030-0803 青森県青森市安方２丁目３−１６,0,0,30,0,0,0,月-土 9:00-18:00,,017-773-1861,,1,1,dentist,0,,30,https://maps.google.com/?cid=17136969466848306417
10,鈴木歯科矯正歯科医院,鈴木勝,,日本、〒038-0011 青森県青森市篠田２丁目２１−７ 鈴木歯科医院,0,0,0,5,0,0,月-土 9:00-18:00,,017-781-0032,https://www.suzuki-shika-iin.info/,1,1,dentist,0,,0,https://maps.google.com/?cid=14869187195784106167
10,矯正歯科K・デンタルクリニック,工藤清,,日本、〒030-0812 青森県青森市堤町２丁目９−１５ K 矯正歯科,0,0,0,0,0,0,月-土 9:00-18:00,,017-722-5200,,1,3,dentist,0,,0,https://maps.google.com/?cid=16508018642305008501
5,矯正歯科じん歯科クリニック,神成樹,,日本、〒036-8004 青森県弘前市大町２丁目10−３,0,5,0,10,10,0,月-土 9:00-18:00,,0172-37-1182,https://www.jin-dental.com/,2,34,dentist,8,,0,https://maps.google.com/?cid=17056383272330121953
