date,open,high,low,close,volume
2020-05-12,35067.79,35133.42,34475.22,34818.43,164893
2020-05-13,34067.97,34158.91,33451.69,34062.4,456103
2020-05-14,34252.35,34318.93,34093.2,34214.04,174964
2020-05-15,34394.81,34499.44,33727.3,34348.27,225740
2020-05-18,34411.16,34864.39,34310.35,34350.91,283706
2020-05-19,34214.64,34997.02,34044.13,34230.25,169504
2020-05-20,33677.51,33960.61,33327.96,33511.18,140254
2020-05-21,33206.28,33437.17,32986.22,33300.4,399530
2020-05-22,32793.44,33532.89,32294.55,33129.65,240949
2020-05-25,32716.49,33134.38,32704.08,32733.35,150505
2020-05-26,32676.39,33061.66,32266.43,32654.26,374530
2020-05-27,32786.72,33025.0,32619.78,32852.77,357152
2020-05-28,33926.92,33969.8,33140.27,33795.54,222124
2020-05-29,34058.43,34506.9,33638.97,33884.15,365993
2020-06-01,34128.83,34268.7,33933.25,34015.31,368292
2020-06-02,33813.18,34028.36,33236.71,33977.35,445825
2020-06-03,32637.51,33730.64,32360.93,33013.37,490720
2020-06-04,32969.29,33311.29,32896.15,33000.24,443336
2020-06-05,33099.71,33269.54,32944.34,33030.07,401584
2020-06-08,34425.6,34606.93,34047.32,34273.31,145032
2020-06-09,34108.52,34300.08,33481.54,34174.56,138613
2020-06-10,34005.9,34431.19,33459.63,34329.49,219967
2020-06-11,34445.3,34772.64,33724.68,34311.62,456920
2020-06-12,33839.16,34058.89,33687.34,33715.37,498175
2020-06-15,34218.21,34322.34,33820.63,34298.31,125456
2020-06-16,34747.63,35151.92,34595.38,34687.35,431714
2020-06-17,35214.05,35280.81,34750.01,35101.39,306978
2020-06-18,34312.46,34864.03,33806.67,34625.83,340769
2020-06-19,35299.9,35410.74,34963.54,35362.14,342835
2020-06-22,34837.85,35447.36,34275.06,34626.32,304945
2020-06-23,35069.21,35155.5,34637.91,34932.47,295066
2020-06-24,36175.88,36227.73,35565.37,36099.31,302506
2020-06-25,35675.59,35897.72,35497.69,35566.91,201756
2020-06-26,35188.55,36044.65,35111.07,35266.06,178439
2020-06-29,34953.65,35850.27,34687.98,35318.82,182797
2020-06-30,35017.17,35055.5,34637.42,35053.09,328819
2020-07-01,34148.27,34889.36,34108.99,34247.17,472701
2020-07-02,34148.85,34349.03,33846.22,34282.41,238089
2020-07-03,33785.78,34149.32,33733.27,33740.46,297418
2020-07-06,33913.19,34202.86,33445.97,33981.0,264408
2020-07-07,33204.22,33605.1,33035.3,33515.57,343162
2020-07-08,34461.92,34648.83,34254.21,34303.91,374635
2020-07-09,33799.02,33994.28,33497.81,33903.24,282494
2020-07-10,33590.02,33843.39,33078.98,33739.85,128403
2020-07-13,34070.25,34230.89,33848.79,34154.09,476690
2020-07-14,33734.89,34125.24,33134.93,33529.29,104052
2020-07-15,33352.19,33882.15,33274.41,33643.88,345029
2020-07-16,34375.51,34594.34,34290.03,34310.05,156854
2020-07-17,33367.93,33503.78,33298.49,33492.65,218016
2020-07-20,34035.27,34200.56,32927.47,33585.54,391669
2020-07-21,33840.23,34168.3,33572.68,33716.72,376997
2020-07-22,34428.35,34685.0,33792.47,34114.46,415594
2020-07-23,33304.05,33953.62,33220.77,33487.32,428968
2020-07-24,32531.93,33058.15,31934.75,32830.57,340429
2020-07-27,33282.39,33626.04,32715.8,33088.61,249821
2020-07-28,33194.26,33639.99,32874.13,33236.34,110179
2020-07-29,33289.71,33798.6,32825.09,33361.46,236241
2020-07-30,33510.03,33774.64,33137.97,33535.28,342311
2020-07-31,32998.53,33604.69,32803.03,33194.95,495214
2020-08-03,33625.81,33781.2,33295.48,33310.8,111014
2020-08-04,33265.73,33640.33,33263.6,33457.56,253682
2020-08-05,32919.21,33220.73,32325.42,33100.96,460033
2020-08-06,33980.01,34277.68,33866.58,34040.43,341177
2020-08-07,34019.31,34792.78,33839.36,34283.24,161658
2020-08-10,33332.73,34259.49,32588.98,33676.05,404760
2020-08-11,33972.07,34426.88,33610.81,34009.34,177849
2020-08-12,33369.37,33572.09,33211.84,33515.73,208099
2020-08-13,33924.14,34091.71,33587.72,33913.78,155678
2020-08-14,34193.47,35224.04,33879.1,34508.31,295559
2020-08-17,34135.85,34442.89,33417.79,34086.11,180524
2020-08-18,34777.19,34939.01,34545.61,34582.25,290218
2020-08-19,34531.8,34880.87,34439.98,34797.04,447987
2020-08-20,35540.39,35649.88,35090.8,35228.78,149928
2020-08-21,36124.89,36561.98,36079.87,36245.5,492394
2020-08-24,35900.6,36518.97,35882.15,36112.33,335492
2020-08-25,35447.82,36007.25,35221.03,35706.34,254616
2020-08-26,35105.32,35985.55,34003.8,35233.08,330911
2020-08-27,35012.33,35130.29,34660.23,34804.56,482418
2020-08-28,35023.66,35092.77,34711.74,34764.33,441584
2020-08-31,35146.37,35218.23,34895.42,34942.68,304172
2020-09-01,35264.08,35495.37,35019.68,35088.01,107646
2020-09-02,35873.72,35960.32,35187.89,35526.09,153774
2020-09-03,35728.65,36075.81,35042.8,35533.02,421774
2020-09-04,36153.85,36564.64,35960.21,36316.25,105726
2020-09-07,36327.29,36590.7,35985.65,36172.37,396190
2020-09-08,37758.2,37982.42,37416.15,37678.81,406446
2020-09-09,38258.96,38393.42,37627.07,38034.09,135441
2020-09-10,37394.21,37557.23,36780.85,37548.21,126403
2020-09-11,36648.26,37242.67,36535.4,36949.87,423294
2020-09-14,37223.87,37450.42,37045.83,37218.25,300249
2020-09-15,37053.01,37338.25,36705.61,37093.71,120090
2020-09-16,37462.87,37759.16,37088.98,37493.12,212401
2020-09-17,37616.08,38073.42,37543.17,37760.21,228598
2020-09-18,37428.4,37768.97,37398.87,37718.98,341397
2020-09-21,37247.22,37754.03,36755.47,37242.91,149168
2020-09-22,36407.64,36773.07,35609.81,36406.19,349913
2020-09-23,35929.85,36238.99,35753.21,36163.17,196772
2020-09-24,36785.18,36990.98,36544.06,36630.72,308067
2020-09-25,37000.22,37145.41,36561.51,36748.54,208563
2020-09-28,35737.61,36078.36,35617.8,36068.23,121732
2020-09-29,35990.73,36459.45,35587.27,36162.05,100053
2020-09-30,36257.78,36377.26,35911.49,36371.66,125075
2020-10-01,35707.27,36188.78,35397.64,35892.63,226508
2020-10-02,35926.39,36255.22,35664.6,35975.49,225339
2020-10-05,35919.03,36101.46,35849.49,36006.92,273526
2020-10-06,35354.82,35662.46,35331.64,35394.86,255059
2020-10-07,35937.92,36449.23,35255.73,35585.33,101745
2020-10-08,35979.63,36273.37,35817.2,35885.92,404415
2020-10-09,36486.15,36518.5,36401.71,36473.68,219220
2020-10-12,37092.47,37198.06,36892.46,37054.8,244020
2020-10-13,36322.29,36322.48,36078.7,36296.92,273091
2020-10-14,35531.94,35864.86,35032.87,35789.89,120942
2020-10-15,35812.01,36230.93,35291.85,36067.46,428871
2020-10-16,36274.41,36521.88,36139.98,36346.5,452062
2020-10-19,37013.68,37261.85,36235.78,36628.39,343100
2020-10-20,38663.56,38969.74,38170.76,38807.54,226250
2020-10-21,39299.82,39767.26,38498.33,39141.29,385282
2020-10-22,39851.99,39911.06,39463.96,39813.71,123236
2020-10-23,40102.3,40404.07,39700.4,40387.54,207037
2020-10-26,40473.05,41246.52,40384.81,40784.1,261715
2020-10-27,40056.12,41571.01,39741.83,40591.68,103969
2020-10-28,41166.9,41184.06,40227.96,41056.44,224745
2020-10-29,40627.14,40917.78,40291.79,40583.25,308518
2020-10-30,40391.28,40517.08,39995.1,40439.34,307184
2020-11-02,39997.01,40643.45,39410.04,40145.99,100541
2020-11-03,40394.03,40939.93,39925.93,40195.33,283198
2020-11-04,41756.28,42424.75,41270.63,41615.41,126277
2020-11-05,40315.62,40788.5,39641.75,40465.98,289523
2020-11-06,40862.7,40893.23,40768.43,40884.69,485107
2020-11-09,39866.47,40166.93,39602.5,39907.52,156321
2020-11-10,39507.57,40133.88,39287.24,39626.02,331319
2020-11-11,40344.19,40493.29,39755.72,40278.59,369652
2020-11-12,40635.57,40965.07,39810.42,40317.45,466994
2020-11-13,39618.75,40399.15,39487.98,39670.91,124881
2020-11-16,39369.19,39697.97,38427.44,39247.53,153709
2020-11-17,39657.17,39889.0,39648.16,39649.67,371848
2020-11-18,38898.75,39292.18,38759.71,39217.66,422786
2020-11-19,39775.57,40529.1,39123.41,39345.2,166299
2020-11-20,39355.76,39932.74,39250.81,39372.1,119991
2020-11-23,39076.46,39221.47,38970.45,38989.15,203816
2020-11-24,40330.2,41146.61,39714.53,40263.39,129232
2020-11-25,40681.15,40697.98,40425.03,40648.07,463159
2020-11-26,39317.29,39599.8,39309.76,39431.87,402924
2020-11-27,39525.52,40033.94,39145.49,39542.31,356246
2020-11-30,39314.37,39690.38,38966.76,39151.72,326034
2020-12-01,39654.29,40275.07,39409.03,39655.55,191470
2020-12-02,39146.27,39676.92,38909.62,39186.92,228667
2020-12-03,39211.38,39491.39,39059.36,39119.54,111667
2020-12-04,39244.94,40244.63,39148.0,39416.98,147401
2020-12-07,39780.86,40557.68,39246.16,39932.2,401705
2020-12-08,38905.28,39951.73,38513.31,39219.68,415019
2020-12-09,39102.7,39720.37,38485.37,39023.39,196159
2020-12-10,38505.2,38751.9,38137.89,38746.37,188341
2020-12-11,38409.54,38482.3,37777.54,38368.51,332035
2020-12-14,39788.86,40432.33,39357.03,39398.15,212998
2020-12-15,39792.66,39908.28,39078.9,39638.21,290534
2020-12-16,38816.72,39460.01,38812.03,38895.57,336452
2020-12-17,39326.19,39839.47,39182.17,39434.78,128463
2020-12-18,40800.63,41863.17,40629.29,40710.28,424351
2020-12-21,41246.73,41741.64,40818.98,41345.66,361860
2020-12-22,40563.68,41285.14,40284.85,40414.03,270091
2020-12-23,40260.01,41290.01,39828.05,40121.55,221577
2020-12-24,40682.09,41169.1,40214.74,40891.29,396758
2020-12-25,40408.6,40918.18,39979.34,40459.53,385048
2020-12-28,40485.75,40918.93,40298.68,40729.78,248376
2020-12-29,41506.54,42220.5,40959.21,41205.8,317798
2020-12-30,40683.28,41021.13,40424.5,40636.84,412252
2020-12-31,40715.97,40758.85,39955.64,40600.57,385769
2021-01-01,38827.16,38976.24,38577.07,38673.83,305541
2021-01-04,37644.4,38143.93,37237.11,38084.11,284686
2021-01-05,38128.96,38216.68,37751.26,37940.11,391592
2021-01-06,37157.91,37488.54,36958.76,37236.59,238136
2021-01-07,38262.67,38430.83,37862.39,38159.63,390822
2021-01-08,37468.07,37501.03,36456.61,37349.74,165214
2021-01-11,37090.13,37362.09,36775.2,37104.02,253742
2021-01-12,37165.65,37345.94,36877.94,37176.86,426851
2021-01-13,37799.12,38179.54,37780.31,37989.34,120667
2021-01-14,37518.07,37533.05,37091.41,37179.88,420001
2021-01-15,37885.15,38700.95,37419.16,37834.26,152686
2021-01-18,37628.71,38223.05,37487.01,37840.07,418672
2021-01-19,37438.03,37693.95,36777.72,37287.05,328698
2021-01-20,37559.49,37799.79,37170.01,37546.4,241183
2021-01-21,37451.22,38231.98,37034.5,37658.68,393079
2021-01-22,37193.29,37377.71,36931.57,37321.15,273106
2021-01-25,37534.34,37953.42,36898.54,37360.25,122634
2021-01-26,37245.43,37302.59,36629.64,37144.94,352912
2021-01-27,37421.56,37556.19,36714.84,37208.24,400375
2021-01-28,37524.34,37778.07,37334.06,37579.63,492147
2021-01-29,38163.33,38497.0,37873.87,38484.38,171745
2021-02-01,38062.32,38295.78,37533.61,37776.43,238609
2021-02-02,39336.48,39925.16,38751.11,39004.64,182133
2021-02-03,37548.14,37927.6,37192.01,37879.1,487414
2021-02-04,37549.95,38065.72,37483.56,37792.95,130233
2021-02-05,38112.05,38198.74,38036.84,38127.94,349459
2021-02-08,38133.39,38786.58,37816.99,38288.99,106044
2021-02-09,38158.7,38545.5,37335.58,37933.01,208438
2021-02-10,37989.87,38376.48,37712.11,37814.78,478693
2021-02-11,37495.83,37640.07,36871.78,37536.17,372044
2021-02-12,37340.61,37426.27,37189.62,37205.79,333170
2021-02-15,37621.34,38294.78,37580.05,37682.98,435920
2021-02-16,37979.56,38193.99,37499.02,37885.32,490802
2021-02-17,37331.55,37546.43,37213.38,37493.59,273608
2021-02-18,38039.0,38205.14,37392.41,38002.96,389379
2021-02-19,38181.56,38214.68,37579.81,38178.54,196808
2021-02-22,38896.24,39091.88,38545.07,38646.9,179708
2021-02-23,39083.69,39305.66,38741.07,39013.62,199023
2021-02-24,38363.79,38557.38,38089.19,38531.5,393093
2021-02-25,38517.62,38901.68,38053.24,38209.08,429193
2021-02-26,38727.22,38756.64,38352.82,38639.79,180112
2021-03-01,39271.47,39539.05,38935.0,38995.19,127383
2021-03-02,39316.65,39585.31,38901.37,38982.96,333779
2021-03-03,38716.22,39162.88,38402.48,39051.63,366585
2021-03-04,39753.6,39899.17,39175.88,39807.27,352098
2021-03-05,39619.48,40022.54,38818.25,39455.6,359728
2021-03-08,39375.85,39999.34,39037.38,39780.73,277567
2021-03-09,39523.35,39661.88,39209.87,39660.26,142157
2021-03-10,39527.7,39725.91,38957.07,39530.97,362069
2021-03-11,40047.4,40385.77,39830.06,40187.9,452676
2021-03-12,40477.22,40920.75,40085.33,40688.57,144172
2021-03-15,40980.57,41648.22,40939.75,41188.12,314221
2021-03-16,41654.05,42570.11,41103.2,42002.63,431422
2021-03-17,41875.51,42438.34,41395.81,42015.86,302253
2021-03-18,42158.5,42545.4,41799.56,42447.86,321348
2021-03-19,41954.87,42256.82,41779.63,42250.77,435163
2021-03-22,42636.51,42815.63,42199.06,42456.71,275684
2021-03-23,42140.21,42526.04,41723.95,42373.91,377579
2021-03-24,42549.07,42726.66,42310.38,42435.61,166113
2021-03-25,42840.14,43587.54,42695.82,42816.14,241708
2021-03-26,42383.72,42475.7,42163.39,42293.86,307689
2021-03-29,43332.99,43904.13,43269.69,43642.33,193681
2021-03-30,42861.26,43427.78,41966.12,42988.7,266310
2021-03-31,42496.03,43486.46,41754.44,42212.84,168677
2021-04-01,43179.18,44317.27,42951.11,42952.56,448210
2021-04-02,43584.94,44552.18,43356.19,43465.66,146881
2021-04-05,43673.35,44267.31,43495.11,43874.48,376829
2021-04-06,44185.25,44858.84,44126.89,44289.96,303122
2021-04-07,44320.96,44453.78,44259.6,44281.83,417103
2021-04-08,43679.86,44024.06,42793.76,43689.84,375452
2021-04-09,43949.16,44072.5,42970.33,43739.55,434447
2021-04-12,43375.76,43522.52,42394.41,43297.51,416623
2021-04-13,43894.42,44515.09,43805.32,43935.47,441989
2021-04-14,43818.91,44287.3,43738.03,43838.66,421415
2021-04-15,43148.02,43317.72,43122.99,43299.18,126789
2021-04-16,43031.55,43496.3,42818.04,43090.95,126625
2021-04-19,43368.28,43631.39,43267.07,43358.68,250187
2021-04-20,42930.22,43572.36,42467.49,42993.59,240208
2021-04-21,42320.36,42731.73,42242.26,42466.59,247829
2021-04-22,42997.54,43119.16,42072.54,42622.11,103345
2021-04-23,42986.06,43266.12,42292.32,42779.01,293595
2021-04-26,42511.95,43155.16,41862.02,42454.94,400698
2021-04-27,42243.43,42278.84,41561.44,42156.03,156129
2021-04-28,42530.24,43179.33,41998.17,42303.02,177990
2021-04-29,41503.51,41626.6,41202.32,41394.06,463291
2021-04-30,40639.02,41224.92,40211.51,40529.31,331522
2021-05-03,40157.15,40571.78,39935.33,40094.88,289568
2021-05-04,39769.31,40339.7,39518.64,39966.71,196600
2021-05-05,39951.15,40302.31,39389.61,40153.54,463135
2021-05-06,40770.36,41064.8,40679.74,41052.06,253119
2021-05-07,41483.94,41796.0,41056.41,41583.6,418496
2021-05-10,41676.15,42133.99,41443.17,41483.96,354549
2021-05-11,41461.17,41959.67,41090.06,41472.12,176370
2021-05-12,40646.15,41139.59,40025.92,40853.13,364787
2021-05-13,40967.97,41194.23,40586.27,40841.79,404340
2021-05-14,40472.29,41248.77,40286.09,40665.33,203830
2021-05-17,40849.1,41005.54,40209.89,40862.66,115591
2021-05-18,40109.47,40828.8,39840.44,40358.75,498463
2021-05-19,40614.95,40810.67,40486.54,40674.38,199603
2021-05-20,41473.18,41672.54,40991.51,41620.36,422666
2021-05-21,41383.97,41974.98,41282.96,41552.52,108970
2021-05-24,42057.57,42308.9,41046.16,41803.66,361736
2021-05-25,42373.94,42637.54,41677.34,42238.66,404921
2021-05-26,42210.14,43062.8,41579.33,41985.22,334774
2021-05-27,42196.22,42257.35,42116.52,42126.59,402692
2021-05-28,42507.18,42716.37,41564.04,42134.55,338740
2021-05-31,42079.61,42351.46,41195.93,42196.32,184654
2021-06-01,41943.13,42173.53,41421.32,41709.88,121339
2021-06-02,42058.47,42880.36,41514.19,41725.21,371012
2021-06-03,42155.42,42223.02,42037.49,42038.07,376353
2021-06-04,42688.88,43397.71,42116.22,42963.15,210115
2021-06-07,43673.88,44120.22,43060.17,43585.82,382055
2021-06-08,45100.59,45996.76,44777.5,45016.52,434946
2021-06-09,44617.73,45211.53,44124.63,44501.34,421124
2021-06-10,45200.13,45219.79,44835.81,45087.46,295398
2021-06-11,44962.24,45352.93,44218.24,45211.63,468523
2021-06-14,46847.22,47669.61,45986.42,46721.35,241969
2021-06-15,45971.95,46227.08,45543.69,46158.3,453165
2021-06-16,45640.09,46156.1,45296.71,45580.55,445198
2021-06-17,45134.97,45268.28,44730.77,45172.57,421056
2021-06-18,43974.04,44085.36,43397.18,43756.13,489353
2021-06-21,43671.26,43723.71,43333.22,43412.41,126806
2021-06-22,42816.87,43009.23,42497.21,42920.88,128413
2021-06-23,42875.94,43321.03,42134.23,43017.81,140391
2021-06-24,43188.98,43349.67,43084.68,43238.9,489230
2021-06-25,44094.53,44678.87,43824.36,44473.04,219753
2021-06-28,45348.87,45569.81,44952.85,45111.61,202585
2021-06-29,45029.1,45541.79,44553.23,44722.91,237058
2021-06-30,44197.52,44211.42,43749.9,44124.26,220967
2021-07-01,44751.54,44877.83,44345.96,44451.05,302203
2021-07-02,43347.79,43731.86,42912.56,43579.42,209456
2021-07-05,44603.61,44804.27,43762.49,44793.23,428952
2021-07-06,45502.97,45645.98,45213.77,45592.74,283372
2021-07-07,45395.66,46140.67,44761.66,45273.0,444881
2021-07-08,44274.84,44449.19,43273.87,44124.44,436043
2021-07-09,44763.03,45254.56,44000.85,45029.69,297027
2021-07-12,44935.59,45512.9,44907.73,44952.39,244561
2021-07-13,45732.29,46277.7,45491.66,45794.83,404978
2021-07-14,44273.43,44821.39,44140.68,44712.57,480577
2021-07-15,44370.42,44927.31,44156.76,44312.38,357898
2021-07-16,44910.73,45043.5,43643.75,44315.86,248869
2021-07-19,44149.25,44525.42,43579.05,44347.11,211457
2021-07-20,44112.79,44380.94,43811.25,44048.73,430284
2021-07-21,44546.75,44631.77,44432.18,44462.19,157200
2021-07-22,43853.21,44387.32,43531.28,43755.83,246956
2021-07-23,43687.84,44056.96,43487.15,43662.48,170049
2021-07-26,43843.76,44327.05,43443.3,43741.34,187283
2021-07-27,44000.69,44317.74,43870.37,44080.18,350931
2021-07-28,44636.81,44921.28,44348.99,44553.22,283329
2021-07-29,43651.41,43922.58,43289.49,43807.93,116023
2021-07-30,42805.49,43212.27,42519.65,42811.34,195258
2021-08-02,43624.56,44028.13,42930.49,43639.74,161796
2021-08-03,43812.69,45062.81,43593.75,43857.82,338764
2021-08-04,43622.23,43781.6,43108.23,43368.17,304232
2021-08-05,44142.7,44730.06,44047.61,44389.06,303941
2021-08-06,44321.44,44466.96,44296.47,44466.14,275271
2021-08-09,45143.83,45389.82,45014.11,45259.72,109988
2021-08-10,44953.76,45442.18,44841.74,45305.58,212419
2021-08-11,46519.15,46922.38,45993.45,46727.91,420578
2021-08-12,48317.4,48614.53,47818.67,47974.6,194773
2021-08-13,47689.13,48123.42,46807.54,47795.77,471657
2021-08-16,48342.24,48578.04,47600.74,48497.43,193770
2021-08-17,49002.94,49098.35,48937.76,48969.19,484596
2021-08-18,50111.21,50209.35,49637.49,49984.89,371399
2021-08-19,48906.44,49694.83,48683.65,49266.63,478864
2021-08-20,49858.71,50124.65,49297.05,49776.24,485344
2021-08-23,50324.76,51015.85,49583.64,50572.81,496043
2021-08-24,48988.06,49886.26,48934.86,49256.09,204419
2021-08-25,48196.16,48871.8,47971.33,48389.56,474193
2021-08-26,46821.89,47473.73,46309.0,46931.81,487230
2021-08-27,46812.27,46852.16,45344.4,46742.54,198663
2021-08-30,47738.7,47916.42,46858.67,47248.35,331156
2021-08-31,48522.36,48982.8,47480.78,48325.2,260962
2021-09-01,48313.58,48666.27,47780.0,48378.94,176243
2021-09-02,49804.38,50067.83,49051.56,49575.35,271983
2021-09-03,48615.29,49447.91,48529.18,48559.61,219976
2021-09-06,46896.6,47982.28,45964.64,47334.6,165762
2021-09-07,47324.22,47801.57,47164.02,47295.17,393200
2021-09-08,47738.52,47997.97,47473.38,47568.43,428392
2021-09-09,47999.02,48387.76,47442.06,47545.1,230717
2021-09-10,46291.32,46348.13,46050.24,46093.28,330742
2021-09-13,45795.08,46076.41,45726.89,46031.7,395546
2021-09-14,44986.41,45172.27,44890.94,45139.75,312916
2021-09-15,45197.8,45860.95,45167.99,45595.47,239007
2021-09-16,45950.2,46140.25,44981.45,45846.89,190608
2021-09-17,44884.92,45500.34,44047.57,45205.07,429420
2021-09-20,45088.68,45130.9,44263.24,44857.97,240327
2021-09-21,44405.54,44635.83,43674.91,44150.89,133875
2021-09-22,43968.98,44779.57,42723.71,44109.4,436363
2021-09-23,44621.61,45328.2,44405.44,44745.91,253844
2021-09-24,44190.94,45017.19,43917.87,44089.16,473021
2021-09-27,44498.42,45369.33,44411.85,44423.77,263099
2021-09-28,43958.6,44271.7,43526.8,44071.83,488460
2021-09-29,43926.08,44145.31,43492.08,43550.79,146543
2021-09-30,43327.32,43746.25,43259.3,43480.93,364711
2021-10-01,42764.61,43080.77,41830.08,42810.94,433457
2021-10-04,42699.7,42881.38,41948.57,42456.88,249383
2021-10-05,41603.82,41821.25,41158.96,41700.82,370329
2021-10-06,42564.34,43186.67,42477.34,42948.07,258103
2021-10-07,42889.78,43121.02,42375.17,42970.79,451732
2021-10-08,42460.0,43166.12,42323.45,42522.13,300970
2021-10-11,42734.25,42843.62,42074.24,42658.84,261284
2021-10-12,42891.4,42978.18,41892.06,42587.02,370975
